86GKKOL1,153,0,2,0,0
BWCWTPL1,163,2,0,0,0
EMS4NQL1,158,1,1,0,0
RNKAUTL1,158,1,1,0,0
TWAE1WL1,158,1,1,0,0
F2LHXWL1,163,2,0,0,0
CBHL91M1,158,1,1,0,0
USE6Q1M1,153,0,2,0,0
V5F173M1,158,1,1,0,0
MPT6O4M1,163,2,0,0,0
P79GC6M1,158,1,1,0,0
NZH4I9M1,158,1,1,0,0
GZJRD9M1,158,1,1,0,0
CM3IY9M1,163,2,0,0,0
AKS1XAM1,153,0,2,0,0
MZNDDBM1,153,0,2,0,0
QZX5RCM1,158,1,1,0,0
89158EM1,153,0,2,0,0
74KU9EM1,158,1,1,0,0
S49L6HM1,158,1,1,0,0
HXBDTHM1,153,0,2,0,0
3MIRDJM1,163,2,0,0,0
8RG2QKM1,158,1,1,0,0
XS4JMPM1,158,1,1,0,0
NROY5QM1,163,2,0,0,0
NK66ASM1,158,1,1,0,0
31TCUSM1,158,1,1,0,0
4NNIJVM1,158,1,1,0,0
F8DQPWM1,158,1,1,0,0
UL6ONZM1,163,2,0,0,0
IPLX21N1,163,2,0,0,0
CHL6I1N1,158,1,1,0,0
7OZ6O8N1,158,1,1,0,0
JVR89CN1,158,1,1,0,0
8LJFICN1,158,1,1,0,0
9XAQ3DN1,158,1,1,0,0
QL836GN1,158,1,1,0,0
9QED6JN1,153,0,2,0,0
E8P5HJN1,158,1,1,0,0
1HGCWMN1,158,1,1,0,0
VPQESPN1,158,1,1,0,0
6MUJAQN1,158,1,1,0,0
BNU3LRN1,158,1,1,0,0
HEBSM3O1,153,0,2,0,0
PSPWR5O1,158,1,1,0,0
ZA2OU7O1,158,1,1,0,0
R3FZH8O1,158,1,1,0,0
8WZ8WIO1,158,1,1,0,0
QR53WMO1,163,2,0,0,0
K2J8PPO1,158,1,1,0,0
HAPY3RO1,158,1,1,0,0
SYYY7TO1,158,1,1,0,0
FXL1TVO1,158,1,1,0,0
XKQ8PWO1,153,0,2,0,0
CRD4E2P1,163,2,0,0,0
EE55S4P1,153,0,2,0,0
AZH5H5P1,153,0,2,0,0
1EUOA7P1,153,0,2,0,0
XG4RBEP1,153,0,2,0,0
PSN5XEP1,163,2,0,0,0
YMDB7IP1,163,2,0,0,0
OHDGZJP1,153,0,2,0,0
Y6XA3LP1,158,1,1,0,0
81DMEMP1,158,1,1,0,0
6VXPDOP1,153,0,2,0,0
5Z291PP1,208,1,1,1,0
NPOHGPP1,163,2,0,0,0
T335SPP1,158,1,1,0,0
9YM8ERP1,158,1,1,0,0
SSKRVSP1,163,2,0,0,0
Y5KNZWP1,158,1,1,0,0
RF8P3XP1,163,2,0,0,0
FW45RXP1,158,1,1,0,0
